job_url,source,job_title,company_name,location,description,search_keyword,salary,date_posted,tags
https://remoteok.com/remote-jobs/1131384,RemoteOK,Counsel Business & Legal Affairs,MLB Network,"Secaucus, NJ","MLB Network seeks a Counsel, Business & Legal Affairs with strong knowledge and understanding of legal and business issues related to media/production, strong negotiation and drafting skills and a solid understanding of business issues. The Counsel, Business & Legal Affairs, should be a business-minded and technology-focused attorney supporting media production operations while handling technology, SaaS, and digital infrastructure transactions across the organization. The ideal candidate has strong experience in media/production environments and substantial expertise in SaaS, cloud, software development, and technology licensing agreements. This individual will partner cross-functionally to translate business objectives into practical legal solutions, manage risk, and ensure efficient deal execution in a fast-paced media production and technology environment.
Responsibilities:
Draft, review and negotiate a wide variety of technology and commercial agreements, including: SaaS agreements, cloud services agreements, software development and licensing agreements, master services agreements, statements of work, technology integration, data processing and information security agreements
Draft, review and negotiate a wide variety of business operation and content production related agreements and other documents, including, services agreements in support of business operations, studio and remote production operations, transmission-related agreements, event-related agreements, content acquisition, licensing, distribution, certain talent/services agreements and work-for-hire/independent contractor agreements.
Advise on data privacy, cybersecurity, AI/automation tools, IP ownership, open-source use and risk allocation in technology transactions.
Partner with production technology, engineering, IT, product, procurement and finance teams to support studio and remote production operations.
Develop and maintain contract templates and playbooks to streamline technology and other contracting proc
Please mention the word **HELPING** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",software engineer,,2026-04-29T16:00:17+00:00,"saas, security, support, software, finance, cloud, content, operations, legal"
https://remoteok.com/remote-jobs/1131380,RemoteOK,Senior Software Engineer,Interra Health,Boston,"Who We Are:
Interra Health is a fast-growing healthcare technology company transforming how providers and patients navigate the prescription journey. Formed through the merger of DoseSpot, Arrive Health, and pVerify, Interra Health delivers trusted eligibility, real-time coverage and pricing insights, prescribing tools, and pharmacy transparency at the point of careâhelping providers make informed decisions and patients access the right medications with greater clarity and affordability. Backed by strong market momentum and a bold vision for the future of connected care, Interra Health offers the chance to join an innovative, mission-driven team working at the intersection of software and healthcare to reduce friction, improve access, and make the healthcare experience better for everyone.
Interra Health is a fast-growing healthcare technology company transforming how providers and patients navigate the prescription journey. Formed through the merger of DoseSpot, Arrive Health, and pVerify, Interra Health delivers trusted eligibility, real-time coverage and pricing insights, prescribing tools, and pharmacy transparency at the point of careâhelping providers make informed decisions and patients access the right medications with greater clarity and affordability. Backed by strong market momentum and a bold vision for the future of connected care, Interra Health offers the chance to join an innovative, mission-driven team working at the intersection of software and healthcare to reduce friction, improve access, and make the healthcare experience better for everyone.
The Role:
As a
Senior Software Engineer
, you will play a critical role in advancing the Arrive Health Network platformâa core part of Interra Healthâs ecosystem that powers real-time prescription decision-making and cost transparency at the point of care.
You will help guide the design and development of scalable, high-impact systems used by providers and care teams to deliver more accessible and affordable treatment options. This role combines hands-on engineering with cross-functional partnershipâactively collaborating on complex initiatives, contributing to architectural decisions, and working closely with product, platform, and engineering teams to ensure our platform evolves with reliability and integrity at scale.
Key Responsibilities:
Design and implement complex greenfield projects used directly by providers and clinical staff
Partner with engineering and product leadership on planning, prioritization, and execution
Maintain and evolve backend systems and tools used by internal clinical and operational teams
Integrate with electronic health records (EHRs) and external partner APIs
Contribute to platform, monitoring, and infrastructure efforts in partnership with Platform Engineering (AWS, Terraform, Docker, DataDog)
Build solutions with attention to system interoperability, scalability, and long-term maintainability
Troubleshoot and resolve production issues, including",software engineer,,2026-04-29T08:00:14+00:00,"software, design, saas, system, frontend, teaching, technical, code, travel, education, cloud, ruby, management, lead, senior, operational, reliability, medical, health, healthcare, engineer, engineering, backend, digital nomad"
https://remoteok.com/remote-jobs/1131379,RemoteOK,Senior Software Engineer,Interra Health,Boston,"Who We Are:
Interra Health is a fast-growing healthcare technology company transforming how providers and patients navigate the prescription journey. Formed through the merger of DoseSpot, Arrive Health, and pVerify, Interra Health delivers trusted eligibility, real-time coverage and pricing insights, prescribing tools, and pharmacy transparency at the point of careâhelping providers make informed decisions and patients access the right medications with greater clarity and affordability. Backed by strong market momentum and a bold vision for the future of connected care, Interra Health offers the chance to join an innovative, mission-driven team working at the intersection of software and healthcare to reduce friction, improve access, and make the healthcare experience better for everyone.
Interra Health is a fast-growing healthcare technology company transforming how providers and patients navigate the prescription journey. Formed through the merger of DoseSpot, Arrive Health, and pVerify, Interra Health delivers trusted eligibility, real-time coverage and pricing insights, prescribing tools, and pharmacy transparency at the point of careâhelping providers make informed decisions and patients access the right medications with greater clarity and affordability. Backed by strong market momentum and a bold vision for the future of connected care, Interra Health offers the chance to join an innovative, mission-driven team working at the intersection of software and healthcare to reduce friction, improve access, and make the healthcare experience better for everyone.
The Role:
As a
Senior Software Engineer
, you will play a critical role in advancing the Arrive Health Network platformâa core part of Interra Healthâs ecosystem that powers real-time prescription decision-making and cost transparency at the point of care.
You will help guide the design and development of scalable, high-impact systems used by providers and care teams to deliver more accessible and affordable treatment options. This role combines hands-on engineering with cross-functional partnershipâactively collaborating on complex initiatives, contributing to architectural decisions, and working closely with product, platform, and engineering teams to ensure our platform evolves with reliability and integrity at scale.
Key Responsibilities:
Design and implement complex greenfield projects used directly by providers and clinical staff
Partner with engineering and product leadership on planning, prioritization, and execution
Maintain and evolve backend systems and tools used by internal clinical and operational teams
Integrate with electronic health records (EHRs) and external partner APIs
Contribute to platform, monitoring, and infrastructure efforts in partnership with Platform Engineering (AWS, Terraform, Docker, DataDog)
Build solutions with attention to system interoperability, scalability, and long-term maintainability
Troubleshoot and resolve production issues, including",software engineer,,2026-04-29T08:00:05+00:00,"software, design, saas, system, frontend, teaching, technical, code, travel, education, cloud, ruby, management, lead, senior, operational, reliability, medical, health, healthcare, engineer, engineering, backend, digital nomad"
https://remoteok.com/remote-jobs/1131377,RemoteOK,Self Pay &amp; Customer Service Specialist,Clinical Health Network For Transformation,Remote,"The vision of Clinical Health Network for Transformation (CHN) is to support the mission and promise of Planned Parenthood to bring high-quality, affordable care to every member of our communities. CHN is a collaboration between
Planned Parenthood affiliates across the United States.
CHN is looking for individuals who are committed to supporting our shared goal of strengthening and
enhancing our awareness and commitment to advancing the cause of health equity
in our organization.
Reporting directly to the Revenue Cycle Manager, the Self-Pay & Customer Service Specialist is responsible for managing self-pay accounts and providing exceptional customer service to patients. This role involves handling patient inquiries, setting up payment plans, and ensuring timely collection of outstanding balances while maintaining positive patient relationships.
\n
Essential Functions
Manage self-pay accounts by setting up payment plans and ensuring timely collection of outstanding balances
Provide excellent customer service to patients, addressing billing and payment inquiries, and offering solutions to resolve any concerns
Accurately post payments and adjustments from patients into the billing system
Perform regular reconciliations of patient accounts to ensure accuracy and completeness
Investigate and resolve any discrepancies or disputes related to patient accounts in a timely manner
Maintain accurate and up-to-date financial records, including payment plans and collection activities
Generate and analyze reports on self-pay accounts and customer service interactions to monitor cash flow and identify trends or issues
Perform various clerical activities to support daily operations
Creates and promotes a culture of continuous improvement
Ensures compliance with all CHN and affiliate policies, as well as all state and federal regulations
Demonstrates a commitment to CHN and Planned Parenthoodâs mission related to health equity, especially centering racial equity, and deep sense of accountability to community
Demonstrates a commitment to learning about and enhancing practices related to racial equity and the impact of structural racism on healthcare systems
Provides positive and development feedback and accountability related to practices including, but not limited to, equity
The above duties and responsibilities are not an exhaustive list of required responsibilities, duties, and skills. Other duties may be added, and this job description can be amended at anytime.
Qualifications and Experience (Required)
Minimum of 2 years of relevant account receivable experienceâ¯â¯
Previous experience using ICD-10 Medical Coding and Current Procedural Terminology (CPT)â¯
Knowledge of medical terminologyâ¯
Strong analytical and problem-solving abilitiesâ¯
Proficiency with Microsoft software (Excel, etc.)â¯
Demonstrated ability to maintain a customer-centric service approach in a fast-paced environmentâ¯
Excellent written and verbal communication skills and ability to c",software engineer,,2026-04-29T00:01:16+00:00,"support, software, financial, microsoft, management, medical, health, healthcare"
https://remoteok.com/remote-jobs/1131375,RemoteOK,Senior Site Reliability Engineer AI Infrastructure,Andromeda Cluster,San Francisco,"Senior Site Reliability Engineer - AI Infrastructure
Location: Global Remote / San Francisco Â· Full-Time
About Andromeda
Andromeda Cluster was founded by Nat Friedman and Daniel Gross to give early-stage startups access to the kind of scaled AI infrastructure once reserved only for hyperscalers.
We began with a single managed cluster â but it filled almost instantly. Since then, weâve been quietly building the systems, network, and orchestration layer that makes the worldâs AI infrastructure more accessible.
Today, Andromeda works with leading AI labs, data centers, and cloud providers to deliver compute when and where itâs needed most. Our platform routes training and inference jobs across global supply, unlocking flexibility and efficiency in one of the fastest-growing markets on earth.
Our long-term vision is to build the liquidity layer for global AI compute â a marketplace that moves the infrastructure and workloads powering AGI not dissimilar to the flows of capital in the worldâs financial markets.
We are expanding to new frontiers to find the brightest that work in AI infrastructure, research and engineering.
The Role
This is not a generalist SRE role.
You will design, operate, and debug large-scale GPU infrastructure used for distributed training and inference, working directly with customers pushing the limits of modern AI systems.
Weâre looking for engineers who have personally run GPU clusters in production, understand the failure modes of distributed training, and can reason about performance from network fabric â kernel â framework.
What Youâll Own
GPU Cluster Architecture:
Design and evolve multi-provider, multi-region GPU compute clusters optimized for large-scale training. Make topology-aware scheduling, networking, and storage decisions that directly impact training throughput and cost efficiency.
Customer Technical Partnership:
Serve as the primary technical point of contact for customers running large-scale training workloads. Onboard, troubleshoot, and optimize, often in real time.
Reliability & Performance Engineering:
Define SLOs and error budgets that account for the unique failure modes of GPU infrastructure (ECC errors, NVLink degradation, NCCL timeouts). Own capacity planning across heterogeneous GPU fleets optimized for training throughput.
Networking & Fabric Health:
Ensure the health and performance of high-speed interconnects (InfiniBand, RoCE, NVLink) that underpin distributed training. Diagnose and resolve fabric-level issues that degrade collective operations.
Observability:
Build deep visibility into GPU utilization, memory pressure, interconnect throughput, training job performance, and hardware health. Go well beyond standard infrastructure metrics.
Automation & Tooling:
Build production-grade automation for cluster provisioning, GPU health checks, job scheduling, self-healing, and firmware/driver lifecycle management.
Incident Leadership:
Lead incident response for complex, multi-layer fa",software engineer,,2026-04-29T00:01:03+00:00,"design, training, technical, software, code, manager, financial, cloud, management, lead, senior, operations, reliability, go, health, engineer, engineering, linux, digital nomad"
https://remoteok.com/remote-jobs/1131345,RemoteOK,Engineer Software,Calabrio,Remote,"At Verint, we believe customer engagement is the core of every global brand. Our mission is to help organizations elevate Customer Experience (CX) and increase workforce productivity by delivering CX Automation. We hire innovators with the passion, creativity, and drive to answer constantly shifting market challenges and deliver impactful results for our customers. Our commitment to attracting and retaining a talented, diverse, and engaged team creates a collaborative environment that openly celebrates all cultures and affords personal and professional growth opportunities. Learn more atÂ www.verint.com.
Overview of Job Function:
As a Software Engineer, you will be a core contributor to Verint's QM and PM engineering team. You will design and build full-stack features end-to-end, write high-quality automated tests, support production systems, and collaborate daily with Product Managers, Designers, QA Engineers, and globally distributed engineering peers. This is a role for engineers who take pride in their craft, are eager to grow through challenging problems, and want their work to have a visible impact on enterprise customers worldwide. You will be surrounded by experienced engineers who are invested in your growth, working in a modern Agile environment on software that matters.
Principal Duties and Essential Responsibilities:
Full-Stack Development
Design, develop, and maintain production-grade full-stack features spanning Java/C# backend services, REST/GraphQL APIs, and React/Ext JS frontend applications.
Translate product requirements and UX designs into well-structured, testable, and performant code.
Implement scalable microservices and modular frontend components that support high concurrency and enterprise-scale data volumes.
Participate in design and architecture reviews; contribute to discussions on API contracts, data models, and service boundaries.
Proactively identify and address performance bottlenecks, security gaps, and technical debt.
Write clean, idiomatic code following team standards; actively contribute to improving those standards over time.
Quality Assurance and Testing
Write comprehensive unit, integration, and end-to-end automated tests using JUnit, Jest, Playwright, and Cucumber (BDD).
Enforce code quality through peer reviews, static analysis, and adherence to the team's Definition of Done.
Investigate and reproduce reported defects; perform root-cause analysis and deliver timely, well-tested fixes.
Champion a shift-left testing mindset â integrating quality checks early and continuously in the development lifecycle.
Production Support and Maintenance
Triage, prioritize, and resolve bugs, regression issues, and customer-reported problems within agreed SLA windows.
Provide Tier-2/3 technical support for production incidents; participate in post-incident reviews and implement corrective actions.
Monitor application health using observability tooling (logs, metrics, traces); proactively surface anomalies before they impa",software engineer,,2026-04-27T16:00:55+00:00,"software, design, c#, saas, react, frontend, security, full-stack, docker, technical, support, developer, testing, growth, ui, ux, code, scrum, qa, devops, js, java, nosql, git, api, junior, operational, analytics, health, engineer, engineering, backend, digital nomad"
https://remoteok.com/remote-jobs/1131344,RemoteOK,Outpatient Facility Coder,UASI,Remote,"Join the winning team and work with the best!
With over 40 years of experience and enduring partnerships with our valued clients, we take pride in the stability we have built and the long-term success of our dedicated team. At UASI, we provide coding professionals with an ideal opportunity: an exciting and fulfilling role that challenges you to utilize and enhance your coding expertise, all while enjoying the flexibility and comfort of working from home.
We are currently seeking experienced an experienced Medical Coding Specialist to perform accurate code assignments for facility outpatient, same day surgery and observation records. The ideal candidate will be flexible, detail-oriented, quality conscious and be able to adapt well to change. Additional qualifications include:
AHIMA or AAPC certification.
A minimum of five years' outpatient coding experience in an acute care setting is required.
Experience accurately assigning ICD-10-CM, CPT, and HCPCS codes to a variety of facility outpatient records.
Experience coding general facility surgery records including complex procedures like heart valves, TVRS, spinal, ortho joint replacements, gastric bypass, transplants etc.
Experience coding injections and infusions in the observations setting.
Technical competency with remote-based connectivity including virtual private networks, multi-factor authentication via smartphone, and video conferencing platforms.
Proficiency with office software including Outlook email for communication, calendar for m
Please mention the word **MODESTY** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",software engineer,,2026-04-27T16:00:44+00:00,"coder, software, code, video"
https://remoteok.com/remote-jobs/1131329,RemoteOK,ML Engineer,"Trunk Tools, Inc.",Remote,"At Trunk Tools, weâre the leading AI company revolutionizing construction, the second-largest industry on earth. We recently raised a $40M Series B led by Insight Partners, bringing our total funding to $70M from top-tier investors including Redpoint and Innovation Endeavors. This new round is fueling our next phase of growth as we scale AI agents across the jobsite.
Our mission is to build the future of construction through intelligent automation. Despite being a $13+ trillion industry, construction still runs largely on analog processes, weâre changing that by embedding AI directly into field operations.
Founded by builders and technologists (Stanford, MIT), our team has delivered software used by over 140,000 field professionals, impacting millions of users and contributing to $10B+ in built projects. Many of us come from the field ourselves, giving us a deep understanding of the industryâs unique challenges.
After years of building the âbrainâ of construction, weâre now launching production-ready AI agents, starting with intelligent document processing and Q&A, and rapidly expanding into core operational workflows. Our team has doubled in the past year, and with 65+ employees (25+ engineers), weâre scaling fast and entering a period of hypergrowth. This is a rare opportunity to join at an inflection point.
What you will do and achieve:
Own and evolve core parts of our AI platform, spanning search, retrieval, and multi-agent orchestration.
Lead the design and build-out of a multi-agent system, including defining new agent âpillarsâ and how they collaborate in production.
Architect and scale document processing pipelines (Kubernetes-based), including ingestion, parsing, chunking, indexing, and structured data extraction across heterogeneous document types.
Design and iterate on search and retrieval systems (ranking, query understanding, QA) grounded in real user behavior and product needs.
Help build and expand our knowledge graph, modeling entities and relationships to power downstream reasoning and retrieval.
Drive ambiguous, high-impact projects end-to-end, from problem definition through experimentation and productionization.
Establish and improve evaluation and experimentation frameworks to measure system quality and guide iteration.
Write clean, maintainable, production-grade code and raise the bar for engineering quality across the team.
Who you are:
7+ years of experience building and shipping production ML/AI systems.
Proven track record of
leading complex, ambiguous projects
and driving them to impact.
Strong experience with
agentic systems, LLM-based applications, or orchestration frameworks.
Deep experience in
document processing pipelines
(e.g., parsing, chunking, indexing, structured extraction), ideally in distributed systems (Kubernetes or similar).
Experience building or working with
knowledge graphs / provenance graphs
and modeling relationships between entities.
Background in one or more of: search/ranking s",software engineer,,2026-04-26T00:00:12+00:00,"design, system, software, growth, code, voice, operational, go, engineer, engineering, digital nomad"
https://remoteok.com/remote-jobs/1131328,RemoteOK,Software Engineer,Finalis,Remote,"Engineering at Finalis
Our engineering team is building the core infrastructure that powers private capital markets. As a Senior Software Engineer, youâll work closely with product managers, designers, and the leadership team to design and build high-impact products. Youâll be expected to thrive in a fast-paced, ambiguous environment, solve complex problems, and create ai-native technical solutions that deliver value to our customers and scale with our growth.
The Role
As a
Sr. Software Engineer
at Finalis, you will play a critical role in building and scaling our ai-native platform across our three core pillars: compliance, data, and payments. Youâll own significant parts of our system design and implementation, contribute to our technical roadmap, and mentor other engineers. This role requires strong technical expertise, the ability to navigate complexity, and a passion for creating reliable, secure, and elegant software.
Responsibilities
Design, build, and maintain scalable backend services and APIs for our compliance, data, and payment products.
Collaborate cross-functionally with Product, Design, Sales, and Compliance teams to translate business needs into technical solutions.
Take ownership of end-to-end projects from technical design and implementation to deployment and monitoring.
Ensure code quality, reliability, and security through best practices in testing, CI/CD, and monitoring.
Mentor and guide junior engineers, contributing to a culture of technical excellence and continuous learning.
Participate in architectural discussions and help shape the long-term technical vision of the platform.
Stay up-to-date with industry trends in fintech, compliance, and distributed systems to bring innovative solutions to Finalis.
Minimum Requirements
5+ years of professional software engineering experience, ideally in a fast-paced startup environment.
Strong programming skills in languages/frameworks such as typescript, node.js, next.js, react.
Solid understanding of backend architecture, distributed systems, and API design.
Experience working with relational databases and data modeling.
Proven ability to ship production-grade systems in fintech, SaaS, or other heavily regulated environments.
Excellent problem-solving skills and the ability to translate ambiguous requirements into concrete solutions.
Strong communication skills and comfort collaborating across multiple stakeholders.
Preferred Qualifications
Experience in fintech, investment banking, or compliance-driven software systems.
Familiarity with financial infrastructure (payments, reconciliation, accounting systems, or transaction processing).
Knowledge of cloud platforms (AWS, GCP, or Azure)
Experience with security best practices, authentication/authorization systems, and data privacy regulations.
Track record of mentoring engineers and influencing architectural direction at scale.
ð What do we offer?
100% Remote work (Work from wherever you want!)
Competitive USD salary
Generous ",software engineer,,2026-04-26T00:00:05+00:00,"software, design, system, security, technical, code, accounting, financial, investment, cloud, api, senior, junior, engineer, engineering, backend, digital nomad"
https://remoteok.com/remote-jobs/1131322,RemoteOK,HQ AI Enablement Lead,Everfield,Remote,"About Everfield
Everfield buys, builds, and grows European vertical market and specialist software companies, providing them with the tools they need to move to the next level. Our mission is to foster ambition, fuel growth, and unlock opportunities for Europe's software ecosystem.
Companies in the Everfield ecosystem follow a decentralised model, maintaining their team, brand, and offices, while focusing on what they do best: building products and supporting customers. Everfield provides support in talent acquisition, HR, and a team of experts in building and growing European B2B SaaS companies who consult on financial and operational topics. Founded in 2022, Everfield has an ecosystem presence in 10+ countries, and growing.
The Opportunity
Every department at Everfield HQ (HR, Finance, Legal, Acquisitions, Operations, etc) runs on processes that were designed before AI existed. Manual document review. Copy-paste reporting. Spreadsheets that someone, somewhere, built five years ago and nobody has dared to touch since.
We have already proven what happens when someone with the right skills and the right mandate shows up: portfolio companies that received sustained, hands-on AI attention moved from basic ChatGPT usage to deploying autonomous workflows in weeks. Now we need to bring that same energy to our own headquarters.
This is a new role. No predecessor, no playbook, no predefined toolkit. You will translate Everfield's AI strategy into department-specific roadmaps and then work shoulder-to-shoulder with HQ staff to execute them.
You will not be delivering workshops with sticky notes and leaving behind a slide deck. You will sit with a colleague, understand their workflow, prototype a solution together, and stay with them as they build confidence. You would rather ship a rough prototype on Tuesday than present a polished strategy deck on Friday.
What you will do
Map the territory.
Assess AI maturity across each HQ department. Identify the biggest opportunities and build roadmaps that keep everyone moving in the same direction.
Build, not just advise.
Develop proof-of-concept tools and workflow automations using AI APIs and low-code platforms. Prototyping is part of the job. Claude Code will become your main tool. We consider Zapier and n8n legacy software!
Enable through doing.
Solve real problems alongside colleagues, in real time. Sit next to someone, show them what is possible and support them as they pick up new skills.
Automate the tedious.
Turn manual processes into AI-powered workflows: document processing, data enrichment, reporting automation, and similar.
Create materials that scale.
Build playbooks, templates, and training resources so adoption does not depend on your personal availability.
Prove the impact.
Track adoption rates and report on ROI. We care about outcomes, not activity.
What success looks like
In your first 9 months:
AI maturity assessment completed for each HQ department
Every department has a documented AI Strategy a",software engineer,,2026-04-25T00:00:49+00:00,"saas, teaching, training, consulting, consult, technical, support, software, code, travel, financial, strategy, management, lead, operational"
https://remoteok.com/remote-jobs/1131320,RemoteOK,Vice President of Marketing,Pine Services Group,Remote,"One of Pine's Portfolio Companies is Hiring!
Vice President of Marketing
A Pine Services Group Portfolio Company | Remote | Full-Time
About Pine Services Group
Pine Services Group is a holding company that owns and operates a portfolio of approximately 16 ERP reseller businesses. We are committed to building exceptional teams across our portfolio companies and creating environments where talented professionals can grow and thrive.
About the Opportunity
One of Pine Services Group's portfolio companies is adding a Vice President of Marketing to its leadership team. This organization is a well-established ERP implementation and consulting firm, helping mid-market and enterprise clients in construction, professional services, and distribution transform their operations through technology. They are in an accelerated growth phase and are looking for a commercially minded, AI-forward marketing leader to help them get there.
The Opportunity
This is a high-impact, build-it role. Our new VP of Marketing will join at a pivotal moment, one where the strategy is in motion but the marketing infrastructure, team, and pipeline engine need a decisive leader to own them. You will sit on the leadership team, partner directly with the CEO, and be accountable for both strategy and the results it drives.
Key Responsibilities
1. Strategic Marketing Leadership
Define and own the company's market positioning, value proposition, and brand narrative across all channels and audiences
Build and execute a channel strategy that aligns spend and effort to measurable pipeline contribution - owned, earned, and paid
Serve as the primary marketing relationship owner with key software partners, driving joint go-to-market initiatives, co-marketing investments, and partner program participation
Partner with the CEO and leadership team to set pipeline targets, marketing-sourced revenue goals, and quarterly priorities
Establish clear KPIs, dashboards, and a reporting cadence that connects marketing activity to revenue outcomes
Represent marketing at the board and executive level with clear, data-backed storytelling
2. Pipeline Growth
Own the marketing-sourced pipeline number
Collaborate with sales leadership to define pipeline coverage targets and ensure marketing programs are sized to meet them
Build account-based marketing (ABM) capabilities targeting construction and adjacent verticals
Develop and manage the full prospect journey from first touch to sales-ready, with clear SLA agreements and feedback loops with sales
Prioritize and track pipeline velocity, not just top-of-funnel volume
3. Demand Generation
Design and lead a multi-channel demand generation engine: digital, events, partner co-marketing, content, and outbound campaigns
Own the company's event strategy, including industry conferences, vertical-specific events, webinars, and field marketing
Build content programs that establish the company as a credible voice in the ERP space
Oversee SEO, paid media, email marketing, and ",software engineer,,2026-04-25T00:00:35+00:00,"consulting, ceo, software, growth, voice, investment, leader, strategy, lead, content, senior, operations, marketing, sales, executive"
